Sample	mappedNetworkCwR.count_Hong_Kong_to_New_York	mappedNetworkCwR.count_Hong_Kong_to_New_Zealand	mappedNetworkCwR.count_New_York_to_Hong_Kong	mappedNetworkCwR.count_New_York_to_New_Zealand	mappedNetworkCwR.count_New_Zealand_to_Hong_Kong	mappedNetworkCwR.count_New_Zealand_to_New_York
4995000	4	1	0	1	0	0
4996000	3	1	0	1	0	0
4997000	2	2	0	1	0	1
4998000	1	2	1	0	0	0
4999000	1	2	0	2	3	1
5000000	2	2	3	2	0	2
5001000	1	0	1	5	2	1
5002000	4	1	0	1	0	0
5003000	0	3	2	2	1	4
5004000	0	3	0	1	1	3
5005000	1	4	1	2	0	4
5006000	0	2	1	1	1	4
5007000	0	1	1	4	1	2
5008000	2	2	0	1	0	1
5009000	2	1	1	6	0	3
5010000	2	2	0	3	0	3
5011000	0	0	2	5	0	2
5012000	3	1	0	3	0	0
5013000	3	2	0	4	0	4
5014000	0	0	2	4	0	4
5015000	0	1	0	5	2	6
5016000	1	6	0	4	2	4
5017000	3	1	0	5	0	3
5018000	2	2	0	2	2	1
5019000	3	3	0	0	1	0
5020000	1	2	0	1	2	2
5021000	2	2	0	4	4	0
5022000	0	0	0	2	2	2
5023000	0	1	0	4	2	2
5024000	1	4	0	0	2	1
5025000	0	3	0	1	5	3
5026000	0	3	0	2	4	4
5027000	0	1	0	9	3	4
5028000	0	1	0	0	2	2
5029000	1	2	0	0	3	1
5030000	1	1	0	0	4	1
5031000	1	1	0	0	4	1
5032000	0	1	0	1	3	3
5033000	0	1	0	0	3	3
5034000	0	2	0	1	4	1
5035000	0	1	0	1	3	3
5036000	0	0	0	1	2	1
5037000	2	1	0	0	3	0
5038000	3	0	1	0	4	1
5039000	3	0	0	3	5	1
5040000	3	0	0	1	5	0
5041000	2	0	0	1	4	1
5042000	1	1	1	1	3	3
5043000	3	2	0	0	0	0
5044000	1	1	0	1	4	3
5045000	5	4	1	1	7	0
5046000	4	3	1	1	2	2
5047000	2	0	1	0	3	1
5048000	0	1	0	1	4	3
5049000	2	2	4	0	0	0
5050000	2	3	0	0	2	0
5051000	1	3	0	1	5	2
5052000	3	3	2	0	1	0
5053000	4	4	1	0	3	0
5054000	2	5	1	0	2	1
5055000	3	2	0	0	0	0
5056000	2	3	1	0	0	0
5057000	0	0	1	0	1	3
5058000	4	3	0	0	0	0
5059000	3	3	0	0	0	0
5060000	2	3	0	0	1	0
5061000	2	2	0	0	0	0
5062000	2	2	0	0	0	0
5063000	2	2	1	0	0	0
5064000	3	3	1	0	0	1
5065000	2	2	0	0	1	1
5066000	3	6	0	0	3	1
5067000	3	3	2	0	1	0
5068000	2	3	0	0	0	1
5069000	2	2	1	0	0	0
5070000	4	2	2	0	0	0
5071000	1	4	0	0	2	2
5072000	2	1	3	1	0	2
5073000	2	2	0	0	0	0
5074000	0	2	0	0	2	2
5075000	0	2	0	0	3	2
5076000	0	3	0	0	4	2
5077000	0	0	0	1	2	3
5078000	0	0	0	2	2	4
5079000	0	1	2	1	1	5
5080000	0	0	1	0	1	3
5081000	3	2	1	1	1	0
5082000	4	1	3	1	0	1
5083000	4	3	1	0	1	0
5084000	2	3	0	0	0	1
5085000	4	2	1	0	1	1
5086000	2	3	1	1	1	3
5087000	1	2	0	0	1	1
5088000	1	0	0	1	3	2
5089000	0	1	0	1	2	3
5090000	1	1	0	2	4	3
5091000	0	0	0	0	2	2
5092000	1	1	0	1	3	2
5093000	1	3	2	3	3	0
5094000	1	1	0	0	5	1
5095000	2	3	0	0	0	0
5096000	1	3	2	1	2	0
5097000	1	2	0	0	3	2
5098000	2	4	1	1	8	2
5099000	2	3	0	0	4	0
5100000	3	9	0	0	6	0
5101000	3	2	0	0	0	0
5102000	5	1	3	0	6	0
5103000	4	2	1	0	2	0
5104000	3	3	0	0	3	0
5105000	3	2	2	0	0	0
5106000	2	2	0	0	0	0
5107000	2	3	0	0	0	0
5108000	1	1	0	1	3	2
5109000	1	2	1	0	0	0
5110000	2	2	0	0	0	1
5111000	2	2	0	0	0	0
5112000	0	5	0	0	3	2
5113000	0	6	2	0	2	3
5114000	0	4	0	0	6	2
5115000	1	3	0	0	2	1
5116000	2	4	0	1	2	1
5117000	2	4	2	0	3	1
5118000	4	6	2	0	4	0
5119000	4	5	1	0	3	0
5120000	1	4	0	0	0	1
5121000	2	5	0	0	2	1
5122000	1	4	1	0	0	1
5123000	3	4	1	0	1	0
5124000	2	9	2	0	3	1
5125000	0	5	3	0	1	2
5126000	2	4	5	0	0	1
5127000	5	8	7	0	1	3
5128000	3	4	6	1	1	1
5129000	5	5	3	0	3	1
5130000	3	6	6	0	1	1
5131000	5	5	11	0	2	2
5132000	3	12	8	0	8	1
5133000	3	11	9	0	5	4
5134000	1	4	6	0	0	0
5135000	2	4	4	2	1	1
5136000	2	4	2	1	1	1
5137000	0	2	3	1	1	3
5138000	0	0	0	5	2	4
5139000	2	0	4	5	0	1
5140000	3	4	1	4	0	3
5141000	0	0	2	7	0	4
5142000	2	2	3	1	1	0
5143000	4	4	0	4	2	2
5144000	3	0	1	5	1	2
5145000	4	3	1	0	0	0
5146000	2	3	0	0	0	0
5147000	3	2	0	1	0	0
5148000	2	3	0	1	0	1
5149000	1	4	0	1	0	2
5150000	0	2	0	0	2	2
5151000	1	5	0	0	1	1
5152000	3	2	0	1	0	0
5153000	2	0	0	4	3	3
5154000	1	2	0	0	4	2
5155000	1	5	0	1	1	2
5156000	3	4	0	0	2	0
5157000	2	3	0	4	2	2
5158000	2	3	0	3	0	4
5159000	6	0	0	2	0	0
5160000	4	1	0	1	0	0
5161000	3	2	1	0	0	0
5162000	4	0	2	2	0	0
5163000	1	0	0	0	3	2
5164000	0	0	1	3	1	0
5165000	1	0	2	2	1	3
5166000	2	1	1	0	3	1
5167000	0	0	1	0	1	4
5168000	0	0	0	1	2	4
5169000	1	0	1	1	2	3
5170000	1	1	3	0	1	3
5171000	1	0	0	1	3	2
5172000	3	1	0	1	2	1
5173000	0	1	0	1	3	2
5174000	3	2	0	0	0	0
5175000	0	0	0	0	2	2
5176000	0	0	0	1	2	3
5177000	2	0	2	2	0	0
5178000	3	0	1	2	0	0
5179000	0	0	1	0	2	4
5180000	0	0	0	2	2	2
5181000	1	0	3	2	0	0
5182000	0	1	3	1	0	0
5183000	2	1	1	2	0	1
5184000	0	1	4	3	0	4
5185000	0	2	4	1	0	1
5186000	0	2	4	2	0	2
5187000	0	3	4	2	0	2
5188000	0	2	3	1	1	0
5189000	0	1	4	3	0	2
5190000	0	1	2	6	1	4
5191000	2	0	3	2	1	1
5192000	1	0	1	5	2	1
5193000	1	0	2	3	1	0
5194000	0	1	5	1	0	0
5195000	0	0	2	3	0	1
5196000	1	1	3	2	1	0
5197000	1	1	4	1	0	0
5198000	1	0	3	2	0	0
5199000	1	0	4	2	0	0
5200000	3	0	4	4	1	0
5201000	4	0	6	3	0	0
5202000	2	0	5	2	0	0
5203000	3	0	5	2	0	0
5204000	3	1	6	1	0	0
5205000	2	0	4	2	0	0
5206000	2	1	8	1	0	0
5207000	3	0	3	2	0	0
5208000	0	1	2	4	1	1
5209000	1	1	3	3	1	3
5210000	4	0	2	2	0	0
5211000	0	1	2	3	1	1
5212000	4	0	2	4	1	1
5213000	1	0	3	5	0	4
5214000	2	1	4	2	0	0
5215000	4	2	5	3	0	2
5216000	1	0	3	3	0	1
5217000	0	1	2	2	1	2
5218000	2	1	1	8	5	3
5219000	4	0	1	6	4	0
5220000	5	0	1	4	1	0
5221000	1	0	1	5	4	0
5222000	2	0	0	4	2	1
5223000	4	0	0	3	4	0
5224000	0	0	2	2	0	0
5225000	7	2	2	0	5	0
5226000	3	6	0	0	10	0
5227000	5	2	1	1	4	0
5228000	2	2	0	0	5	1
5229000	4	2	3	1	2	0
5230000	3	10	0	1	12	1
5231000	2	2	2	0	5	0
5232000	4	5	0	0	5	0
5233000	2	2	0	0	6	1
5234000	0	6	0	1	8	3
5235000	1	0	0	2	3	1
5236000	0	1	0	0	3	2
5237000	0	6	0	0	10	2
5238000	2	2	0	0	8	1
5239000	1	5	0	0	8	2
5240000	2	5	1	0	10	1
5241000	2	2	0	0	6	0
5242000	0	2	0	0	4	2
5243000	1	1	0	0	4	1
5244000	0	1	1	2	2	3
5245000	0	2	4	0	0	3
5246000	2	4	0	0	2	0
5247000	2	3	2	0	4	2
5248000	2	4	5	0	2	5
5249000	0	2	3	0	0	0
5250000	1	0	2	0	1	4
5251000	2	2	0	0	0	0
5252000	1	0	1	0	3	2
5253000	2	1	4	2	1	0
5254000	1	2	4	2	1	1
5255000	3	3	5	1	1	2
5256000	4	3	10	1	1	1
5257000	1	3	5	0	0	2
5258000	4	2	3	0	0	0
5259000	3	0	1	5	0	1
5260000	4	3	5	4	0	3
5261000	4	0	6	3	1	0
5262000	5	1	7	3	0	0
5263000	3	3	6	0	0	0
5264000	3	3	0	2	3	0
5265000	3	1	5	3	1	0
5266000	1	3	6	1	2	0
5267000	1	1	2	3	2	0
5268000	1	1	0	2	6	2
5269000	0	4	1	2	5	2
5270000	0	3	2	4	3	0
5271000	0	4	6	0	1	0
5272000	1	3	0	0	3	1
5273000	0	2	4	2	1	0
5274000	0	2	1	0	3	3
5275000	1	1	1	2	0	0
5276000	0	3	3	1	1	0
5277000	0	3	4	0	0	0
5278000	1	4	0	0	3	1
5279000	0	1	3	3	0	0
5280000	0	1	2	3	1	1
5281000	2	3	0	1	2	0
5282000	2	4	0	1	6	0
5283000	0	1	2	3	1	0
5284000	1	3	0	3	4	1
5285000	0	0	0	0	2	2
5286000	1	5	0	1	1	2
5287000	0	2	2	2	1	1
5288000	1	5	1	0	2	2
5289000	0	3	0	0	3	2
5290000	2	4	0	0	2	1
5291000	1	3	0	0	4	2
5292000	2	2	1	0	5	2
5293000	5	3	3	6	4	6
5294000	3	0	2	9	1	8
5295000	1	3	4	8	1	9
5296000	1	0	1	6	2	6
5297000	2	2	1	5	2	3
5298000	0	0	1	1	2	4
5299000	0	2	1	1	1	5
5300000	0	0	0	3	2	4
5301000	0	2	1	1	1	6
5302000	2	3	3	3	1	5
5303000	1	7	3	1	2	3
5304000	1	5	1	2	4	3
5305000	1	2	1	2	1	3
5306000	1	4	0	1	1	2
5307000	0	0	1	5	1	2
5308000	0	0	2	3	0	1
5309000	3	2	2	2	1	1
5310000	2	3	1	1	3	0
5311000	0	1	0	5	5	1
5312000	1	1	1	2	1	0
5313000	0	0	4	3	0	1
5314000	1	0	1	3	4	0
5315000	3	2	1	0	0	0
5316000	6	4	4	1	2	0
5317000	1	2	2	3	2	4
5318000	3	0	0	2	5	2
5319000	5	1	2	1	5	0
5320000	1	1	0	0	4	1
5321000	1	1	4	2	0	0
5322000	4	1	6	2	1	0
5323000	2	2	4	2	1	0
5324000	1	1	4	1	0	0
5325000	1	1	4	1	0	0
5326000	2	1	3	0	3	1
5327000	5	3	6	1	0	0
5328000	1	1	3	2	1	1
5329000	1	0	1	0	2	2
5330000	4	3	2	0	0	0
5331000	2	0	0	2	2	0
5332000	3	1	1	1	0	0
5333000	0	1	2	2	1	0
5334000	3	1	0	2	4	0
5335000	0	1	1	2	1	0
5336000	2	2	0	2	3	1
5337000	1	1	1	3	3	0
5338000	2	1	0	1	3	0
5339000	2	0	1	3	3	0
5340000	5	0	1	5	5	1
5341000	3	1	3	4	2	0
5342000	1	0	1	4	2	2
5343000	1	0	0	0	3	1
5344000	1	0	2	5	2	0
5345000	4	4	1	3	2	1
5346000	2	3	1	3	3	0
5347000	0	1	2	4	2	0
5348000	1	3	3	0	1	3
5349000	3	1	0	3	0	1
5350000	2	2	0	1	0	2
5351000	3	1	0	1	0	0
5352000	0	0	2	3	0	1
5353000	0	0	2	3	0	1
5354000	0	0	2	4	0	2
5355000	0	0	2	3	0	1
5356000	0	0	2	3	0	0
5357000	0	1	2	2	0	2
5358000	0	0	2	5	0	2
5359000	0	1	3	5	0	2
5360000	2	1	1	2	0	0
5361000	0	1	3	4	0	3
5362000	0	0	2	4	0	1
5363000	0	0	2	5	0	3
5364000	2	0	2	3	0	1
5365000	2	1	1	3	0	2
5366000	0	0	3	3	0	1
5367000	0	2	3	1	0	0
5368000	1	0	2	4	2	0
5369000	0	0	0	0	2	2
5370000	0	0	2	3	0	0
5371000	3	0	3	3	2	0
5372000	3	1	5	2	0	0
5373000	0	0	1	4	1	0
5374000	3	0	0	1	4	0
5375000	5	0	2	4	2	0
5376000	0	0	2	4	0	1
5377000	2	0	4	3	0	0
5378000	4	1	6	2	1	1
5379000	2	1	3	1	0	0
5380000	1	1	4	2	0	0
5381000	2	0	3	3	1	0
5382000	1	0	3	3	0	2
5383000	1	0	3	2	0	0
5384000	1	0	4	3	0	1
5385000	1	0	3	3	0	1
5386000	0	1	2	2	2	0
5387000	1	2	5	2	1	3
5388000	1	3	6	0	0	1
5389000	0	1	2	1	0	0
5390000	1	3	1	0	1	0
5391000	1	1	1	1	1	0
5392000	3	2	2	0	2	1
5393000	3	5	8	0	1	1
5394000	3	4	9	0	1	1
5395000	2	6	3	0	4	3
5396000	1	3	5	0	1	0
5397000	0	1	1	3	4	2
5398000	2	2	3	2	3	4
5399000	2	1	4	2	1	1
5400000	1	0	4	3	0	1
5401000	0	3	4	4	1	5
5402000	0	2	3	1	1	1
5403000	0	2	4	1	0	2
5404000	0	0	0	1	2	4
5405000	0	0	2	2	0	0
5406000	2	4	0	0	1	1
5407000	2	2	2	3	0	3
5408000	0	1	2	2	0	0
5409000	2	2	1	1	1	0
5410000	0	3	3	0	1	0
5411000	1	1	2	2	0	1
5412000	0	1	2	2	1	0
5413000	2	7	2	0	6	1
5414000	0	3	3	3	2	1
5415000	2	8	8	4	5	5
5416000	1	2	5	3	1	3
5417000	1	2	1	2	4	2
5418000	2	4	2	0	5	2
5419000	2	3	1	0	1	0
5420000	3	2	3	1	2	1
5421000	0	1	0	0	3	3
5422000	1	1	1	0	3	3
5423000	2	1	1	1	0	1
5424000	1	3	3	2	3	6
5425000	3	6	2	0	6	2
5426000	2	1	1	2	1	1
5427000	1	3	1	0	2	3
5428000	0	1	2	2	3	0
5429000	1	1	0	0	4	1
5430000	1	1	1	3	3	3
5431000	1	2	0	0	4	2
5432000	0	0	2	2	0	0
5433000	1	1	1	0	3	2
5434000	0	0	0	1	2	2
5435000	1	5	0	0	3	1
5436000	2	1	1	2	3	1
5437000	2	2	2	1	0	0
5438000	2	0	0	5	4	0
5439000	3	1	3	3	3	2
5440000	2	1	3	1	1	1
5441000	3	3	1	3	5	3
5442000	1	2	3	4	1	2
5443000	1	3	0	2	4	2
5444000	0	1	2	4	0	1
5445000	1	3	5	0	1	2
5446000	0	2	2	4	1	6
5447000	1	1	4	6	0	8
5448000	0	1	2	2	1	3
5449000	0	4	6	3	0	3
5450000	1	1	2	7	1	5
5451000	0	3	2	4	1	2
5452000	1	6	2	0	0	2
5453000	0	3	4	3	1	3
5454000	0	3	4	3	1	1
5455000	2	6	7	1	1	2
5456000	0	3	1	2	2	2
5457000	0	2	2	2	1	2
5458000	1	2	4	2	1	1
5459000	0	1	3	2	0	0
5460000	0	0	0	1	2	4
5461000	1	6	0	0	1	2
5462000	0	0	0	0	3	2
5463000	0	0	0	0	2	2
5464000	0	3	0	0	2	2
5465000	1	4	4	2	2	5
5466000	0	0	0	3	2	4
5467000	0	0	1	3	2	0
5468000	0	3	3	1	2	4
5469000	0	1	3	1	0	0
5470000	0	0	2	2	0	0
5471000	0	3	0	0	3	3
5472000	0	0	0	4	3	2
5473000	0	0	2	3	0	1
5474000	0	2	3	1	0	4
5475000	0	0	2	2	0	0
5476000	0	2	3	1	0	0
5477000	0	1	2	2	0	0
5478000	0	3	0	0	1	2
5479000	0	3	1	0	0	1
5480000	1	3	0	0	2	1
5481000	0	6	0	0	1	2
5482000	1	4	0	1	2	1
5483000	1	2	1	1	0	0
5484000	2	6	4	0	0	3
5485000	0	2	3	3	0	2
5486000	2	2	5	1	0	0
5487000	2	2	2	3	2	0
5488000	0	0	0	0	2	2
5489000	1	2	1	2	0	3
5490000	0	1	3	1	0	0
5491000	2	1	3	2	0	1
5492000	0	2	3	1	0	0
5493000	0	1	2	3	1	4
5494000	0	0	1	0	1	4
5495000	0	1	0	1	3	4
5496000	0	0	0	2	4	5
5497000	0	1	2	3	3	1
5498000	0	0	1	3	1	3
5499000	0	0	0	4	2	5
5500000	0	0	2	3	1	0
5501000	0	2	0	2	4	5
5502000	0	0	1	2	1	3
5503000	0	0	0	2	2	4
5504000	0	1	0	0	5	4
5505000	0	0	0	2	3	2
5506000	0	0	0	4	2	0
5507000	0	0	0	2	2	2
5508000	0	2	0	3	4	3
5509000	0	2	0	0	4	2
5510000	0	2	0	0	4	2
5511000	0	0	0	0	2	2
5512000	1	1	0	0	6	1
5513000	0	0	0	0	2	2
5514000	0	2	0	2	4	5
5515000	0	1	0	0	3	4
5516000	0	0	0	0	3	4
5517000	0	2	0	0	2	4
5518000	0	3	1	0	0	3
5519000	0	1	2	3	1	6
5520000	0	0	1	0	1	5
5521000	0	0	2	0	0	4
5522000	0	0	1	1	1	3
5523000	0	1	1	2	1	2
5524000	0	0	0	0	2	3
5525000	0	0	1	0	1	3
5526000	0	0	0	0	2	3
5527000	0	1	1	0	2	2
5528000	0	0	2	0	1	4
5529000	0	2	1	1	1	2
5530000	1	2	0	0	1	1
5531000	0	4	0	0	0	2
5532000	0	4	0	0	1	2
5533000	0	1	0	0	2	2
5534000	0	0	0	0	2	2
5535000	1	3	0	0	0	2
5536000	3	3	0	0	1	0
5537000	0	1	0	0	3	3
5538000	0	0	0	0	2	2
5539000	1	1	0	0	1	2
5540000	0	0	0	2	2	4
5541000	1	4	0	0	1	2
5542000	3	3	2	0	1	1
5543000	1	1	0	1	2	2
5544000	2	5	1	0	2	2
5545000	5	1	2	1	0	0
5546000	2	4	0	0	0	2
5547000	2	2	1	1	0	1
5548000	3	2	1	0	0	0
5549000	3	2	1	0	0	0
5550000	1	0	1	0	2	2
5551000	2	3	0	0	1	1
5552000	5	1	2	1	1	0
5553000	0	0	0	0	2	3
5554000	2	2	0	0	0	1
5555000	0	0	1	0	1	4
5556000	0	0	0	0	2	4
5557000	3	2	0	0	0	1
5558000	3	2	2	0	1	1
5559000	2	2	0	0	0	0
5560000	0	0	0	0	3	3
5561000	2	1	2	0	3	3
5562000	2	1	1	0	2	1
5563000	1	1	1	0	3	2
5564000	1	0	1	0	2	2
5565000	2	0	2	0	2	3
5566000	0	0	1	0	1	3
5567000	2	0	3	0	3	3
5568000	0	0	1	0	1	4
5569000	0	0	1	0	1	3
5570000	0	1	0	0	3	3
5571000	0	0	0	0	2	2
5572000	1	3	0	0	4	1
5573000	3	2	1	0	0	0
5574000	1	1	1	0	3	2
5575000	3	4	1	0	2	0
5576000	4	4	0	2	1	2
5577000	7	2	4	4	2	2
5578000	1	2	0	1	6	3
5579000	5	2	2	0	1	0
5580000	6	1	1	2	1	0
5581000	1	2	2	3	3	0
5582000	3	2	0	0	1	0
5583000	3	1	0	1	0	0
5584000	7	0	3	4	1	1
5585000	4	0	0	3	0	0
5586000	4	0	3	3	0	1
5587000	3	0	4	4	1	3
5588000	3	0	0	5	3	1
5589000	6	1	0	3	2	1
5590000	5	0	1	6	3	3
5591000	3	0	1	2	0	0
5592000	5	0	4	4	1	1
5593000	4	0	2	2	0	0
5594000	1	0	1	4	2	0
5595000	1	0	0	0	3	2
5596000	1	0	0	0	3	1
5597000	2	0	3	1	1	4
5598000	4	1	2	4	1	3
5599000	1	0	0	1	3	2
5600000	1	3	0	0	2	2
5601000	1	0	2	2	2	1
5602000	0	0	0	3	2	4
5603000	0	0	1	0	1	3
5604000	0	0	1	3	1	0
5605000	1	0	2	4	0	1
5606000	0	1	2	3	1	0
5607000	1	3	1	1	1	4
5608000	0	0	1	2	1	1
5609000	3	1	0	3	0	2
5610000	1	0	3	2	0	1
5611000	0	0	2	2	0	0
5612000	1	0	3	2	1	3
5613000	0	0	2	2	0	0
5614000	0	1	3	2	0	2
5615000	0	1	2	0	1	3
5616000	0	0	2	2	0	0
5617000	0	0	2	3	0	1
5618000	1	1	3	2	1	0
5619000	2	2	2	0	1	1
5620000	0	0	2	2	0	0
5621000	0	0	1	3	3	0
5622000	1	3	1	0	1	0
5623000	0	0	1	0	2	3
5624000	0	0	0	0	3	3
5625000	1	0	0	1	2	2
5626000	1	0	0	1	2	1
5627000	1	1	3	2	0	0
5628000	1	1	1	1	2	2
5629000	0	0	0	0	2	3
5630000	1	1	0	0	3	1
5631000	0	0	0	1	2	2
5632000	1	3	0	1	1	1
5633000	2	1	0	1	4	0
5634000	1	2	4	2	0	1
5635000	0	1	1	2	1	0
5636000	2	2	0	0	3	0
5637000	1	0	0	0	4	1
5638000	1	2	2	0	0	0
5639000	0	0	0	2	2	1
5640000	0	1	0	0	3	2
5641000	0	1	0	0	3	2
5642000	0	4	0	0	0	2
5643000	0	1	0	0	3	3
5644000	1	2	0	0	2	1
5645000	0	5	0	0	6	2
5646000	0	5	0	0	1	2
5647000	1	4	0	0	3	1
5648000	0	3	0	0	1	2
5649000	0	1	1	0	1	3
5650000	1	3	0	0	1	1
5651000	0	4	0	0	2	3
5652000	0	3	1	2	3	2
5653000	0	5	0	0	4	2
5654000	0	4	0	0	3	2
5655000	0	6	0	0	2	3
5656000	0	6	0	0	1	3
5657000	0	4	0	0	2	3
5658000	0	4	0	0	2	2
5659000	0	6	0	2	3	2
5660000	0	3	0	0	3	2
5661000	0	6	0	0	2	2
5662000	0	8	0	0	4	2
5663000	0	2	0	0	2	3
5664000	0	3	0	1	7	1
5665000	0	2	0	0	4	2
5666000	0	7	0	0	7	2
5667000	0	7	0	0	7	2
5668000	0	1	0	0	3	2
5669000	0	5	0	0	6	2
5670000	0	5	0	0	6	2
5671000	0	4	0	0	2	2
5672000	0	5	0	1	2	4
5673000	0	2	0	0	5	2
5674000	0	1	2	5	1	8
5675000	0	0	1	3	1	7
5676000	0	3	1	3	4	7
5677000	1	3	0	0	0	1
5678000	0	1	0	5	2	6
5679000	0	0	0	1	2	4
5680000	0	2	0	0	2	4
5681000	1	1	2	2	3	3
5682000	0	1	2	2	1	5
5683000	0	1	0	0	3	3
5684000	1	0	0	0	4	1
5685000	0	1	0	0	2	2
5686000	0	0	0	0	2	2
5687000	0	0	0	0	2	2
5688000	0	0	0	0	2	2
5689000	0	0	0	0	3	2
5690000	0	1	0	0	4	2
5691000	2	0	0	1	4	1
5692000	1	2	0	0	1	1
5693000	1	0	0	0	3	1
5694000	0	1	0	0	3	2
5695000	0	2	0	0	4	2
5696000	1	1	0	2	6	0
5697000	4	3	0	2	7	0
5698000	1	2	1	2	4	1
5699000	0	1	0	0	3	2
5700000	2	5	0	0	9	0
5701000	0	0	0	0	3	2
5702000	1	5	0	1	2	1
5703000	2	3	0	0	4	0
5704000	1	0	0	0	3	1
5705000	1	3	0	1	6	1
5706000	0	2	0	0	4	2
5707000	0	0	0	0	2	2
5708000	0	2	0	1	2	2
5709000	1	2	1	2	2	4
5710000	0	0	0	1	2	3
5711000	0	2	0	0	3	3
5712000	1	1	1	3	1	1
5713000	0	2	3	2	0	1
5714000	3	4	1	1	1	0
5715000	4	5	1	0	1	0
5716000	3	3	2	1	1	2
5717000	2	4	8	4	0	6
5718000	1	3	4	2	1	4
5719000	2	3	1	2	0	2
5720000	1	4	0	0	0	1
5721000	2	3	1	1	4	1
5722000	3	3	2	3	4	2
5723000	1	4	2	1	1	3
5724000	4	2	3	3	2	1
5725000	3	2	1	1	3	1
5726000	4	1	5	4	3	1
5727000	4	2	7	2	1	0
5728000	6	2	8	1	1	2
5729000	15	5	12	10	9	5
5730000	4	2	6	4	4	1
5731000	5	2	4	5	4	0
5732000	2	2	2	2	2	1
5733000	1	2	3	3	0	1
5734000	4	0	5	7	2	2
5735000	2	0	3	6	2	2
5736000	5	0	3	4	5	2
5737000	5	0	1	3	3	0
5738000	2	1	1	3	1	0
5739000	5	0	0	6	5	0
5740000	2	0	0	3	2	2
5741000	1	0	0	8	5	2
5742000	1	4	0	1	4	1
5743000	1	0	1	7	1	4
5744000	0	0	2	6	0	1
5745000	2	2	1	4	3	1
5746000	0	0	0	7	2	1
5747000	1	0	0	6	3	0
5748000	0	1	1	7	2	2
5749000	0	1	0	2	3	2
5750000	3	1	0	2	0	0
5751000	1	0	2	3	1	3
5752000	1	0	2	5	1	2
5753000	0	0	2	3	0	4
5754000	0	0	2	2	0	2
5755000	0	0	2	5	0	3
5756000	0	0	2	2	0	0
5757000	0	0	2	2	0	0
5758000	0	0	2	3	0	1
5759000	2	0	4	2	0	0
5760000	0	0	1	0	2	3
5761000	0	0	2	2	0	0
5762000	0	0	2	3	0	1
5763000	0	0	2	2	0	0
5764000	1	0	3	2	0	0
5765000	1	0	4	2	1	2
5766000	1	0	4	2	0	0
5767000	3	0	5	2	0	0
5768000	2	0	4	2	0	0
5769000	2	0	3	2	0	0
5770000	1	0	3	2	0	0
5771000	2	1	5	1	0	0
5772000	3	1	3	1	2	0
5773000	0	1	3	1	0	0
5774000	1	0	2	0	2	3
5775000	1	2	4	1	1	0
5776000	1	0	3	2	0	2
5777000	2	2	3	3	3	0
5778000	4	0	1	2	2	1
5779000	4	0	0	2	2	0
5780000	3	0	1	2	0	0
5781000	3	0	0	3	0	0
5782000	4	0	5	2	2	1
5783000	3	0	0	1	3	1
5784000	0	0	1	4	1	0
5785000	3	0	1	2	0	0
5786000	1	0	0	1	3	1
5787000	1	0	0	2	3	1
5788000	1	0	0	7	3	0
5789000	2	0	1	3	3	0
5790000	6	0	5	2	2	0
5791000	2	0	2	4	4	0
5792000	1	0	2	3	1	0
5793000	5	1	1	1	0	0
5794000	2	0	3	2	0	0
5795000	6	0	2	1	4	1
5796000	8	0	6	2	0	0
5797000	10	0	11	2	0	0
5798000	6	2	7	3	3	0
5799000	4	0	4	3	1	0
5800000	5	2	3	0	0	0
5801000	3	0	3	2	0	0
5802000	1	0	3	2	0	0
5803000	1	0	1	1	2	2
5804000	3	0	4	2	1	0
5805000	1	0	3	2	0	0
5806000	1	2	5	1	0	0
5807000	0	1	3	1	0	0
5808000	0	0	2	2	0	2
5809000	2	1	5	1	0	0
5810000	3	2	1	0	0	0
5811000	4	0	3	2	0	0
5812000	3	0	3	3	1	0
5813000	4	1	0	1	4	0
5814000	4	2	0	1	1	0
5815000	4	1	0	1	0	0
5816000	6	2	3	2	2	0
5817000	4	1	2	2	1	0
5818000	3	1	2	4	3	0
5819000	3	2	0	1	2	1
5820000	1	0	0	0	3	1
5821000	3	0	1	2	3	1
5822000	4	7	1	0	8	0
5823000	0	3	1	0	6	2
5824000	2	2	1	2	7	0
5825000	3	2	0	3	3	0
5826000	3	3	0	1	7	0
5827000	2	4	0	0	3	0
5828000	3	1	1	2	1	0
5829000	5	2	5	2	1	0
5830000	2	3	0	0	3	0
5831000	5	1	0	4	2	0
5832000	3	2	3	3	3	0
5833000	0	4	2	2	5	1
5834000	3	0	1	3	1	0
5835000	0	1	2	2	1	0
5836000	0	0	1	3	1	0
5837000	4	3	2	0	3	0
5838000	1	1	3	4	3	0
5839000	0	1	1	5	5	1
5840000	0	0	1	4	2	2
5841000	2	0	2	2	0	0
5842000	1	1	3	2	1	1
5843000	0	0	1	3	1	0
5844000	0	4	0	0	3	3
5845000	1	0	0	2	3	3
5846000	1	1	1	2	3	1
5847000	1	2	1	2	3	2
5848000	1	0	2	3	1	0
5849000	3	1	0	3	1	1
5850000	0	0	1	4	1	1
5851000	3	1	2	2	3	1
5852000	0	0	0	3	2	3
5853000	1	0	0	2	3	1
5854000	2	2	2	2	3	3
5855000	0	0	0	2	2	3
5856000	1	1	5	6	1	2
5857000	0	1	3	4	0	3
5858000	0	0	1	2	1	4
