Sample	mappedNetworkCwR.count_Hong_Kong_to_New_York	mappedNetworkCwR.count_Hong_Kong_to_New_Zealand	mappedNetworkCwR.count_New_York_to_Hong_Kong	mappedNetworkCwR.count_New_York_to_New_Zealand	mappedNetworkCwR.count_New_Zealand_to_Hong_Kong	mappedNetworkCwR.count_New_Zealand_to_New_York
2392000	4	0	1	2	0	0
2393000	3	1	3	2	1	0
2394000	0	0	1	4	1	1
2395000	0	0	2	2	0	0
2396000	1	0	3	2	0	0
2397000	1	0	1	1	2	2
2398000	2	0	1	0	3	3
2399000	2	4	1	0	1	0
2400000	3	2	1	1	5	3
2401000	3	2	3	3	5	2
2402000	5	1	4	4	2	0
2403000	1	6	0	0	5	2
2404000	2	1	2	1	1	1
2405000	0	0	0	1	2	5
2406000	1	0	1	3	2	1
2407000	1	0	0	6	3	2
2408000	0	0	1	6	1	2
2409000	4	1	2	5	3	3
2410000	3	0	3	6	2	5
2411000	1	1	4	1	1	5
2412000	1	0	0	1	3	4
2413000	0	0	1	0	1	4
2414000	3	0	1	2	5	1
2415000	2	0	3	4	1	1
2416000	2	1	4	1	0	1
2417000	2	1	0	0	5	1
2418000	4	0	5	3	0	1
2419000	1	0	2	4	0	3
2420000	1	0	3	3	0	1
2421000	0	1	2	5	1	5
2422000	2	0	2	3	0	1
2423000	3	2	1	0	0	0
2424000	2	3	0	0	1	0
2425000	2	3	3	0	0	0
2426000	2	1	1	1	2	1
2427000	1	1	0	0	3	1
2428000	2	0	0	0	4	0
2429000	4	2	2	0	0	0
2430000	3	1	1	1	0	0
2431000	2	0	3	3	1	2
2432000	2	2	0	0	5	1
2433000	1	1	2	1	1	2
2434000	3	1	4	2	0	1
2435000	0	0	1	1	1	4
2436000	2	2	0	0	1	0
2437000	5	1	2	2	0	0
2438000	5	0	6	3	0	1
2439000	5	0	0	2	0	0
2440000	5	0	0	2	0	0
2441000	4	0	4	4	0	2
2442000	5	1	2	2	1	0
2443000	3	2	0	2	5	2
2444000	6	0	0	3	1	0
2445000	3	0	2	2	3	3
2446000	5	0	1	4	1	1
2447000	7	1	2	3	2	0
2448000	4	0	0	3	0	1
2449000	5	1	0	2	1	0
2450000	5	0	1	3	0	0
2451000	4	0	0	2	0	0
2452000	7	0	6	2	0	0
2453000	1	0	3	2	0	0
2454000	3	0	2	2	0	0
2455000	5	1	3	1	0	0
2456000	5	0	1	2	0	0
2457000	7	1	4	2	1	0
2458000	7	0	2	2	0	0
2459000	6	1	2	1	0	0
2460000	4	2	0	0	0	0
2461000	4	2	1	0	0	0
2462000	6	3	2	1	3	0
2463000	4	0	0	5	3	1
2464000	8	2	3	2	3	0
2465000	4	2	2	1	0	1
2466000	4	2	4	3	4	2
2467000	5	3	6	2	3	0
2468000	3	2	5	1	1	0
2469000	5	1	2	3	1	1
2470000	7	0	4	5	0	2
2471000	8	0	3	5	2	1
2472000	1	1	3	2	1	1
2473000	3	3	0	1	0	1
2474000	0	1	2	3	1	1
2475000	1	2	0	0	3	1
2476000	0	1	2	2	2	1
2477000	2	1	1	2	1	1
2478000	0	0	2	3	0	5
2479000	1	0	2	4	1	4
2480000	0	2	3	1	1	0
2481000	0	1	1	0	2	3
2482000	2	2	3	1	2	2
2483000	0	4	4	0	1	0
2484000	0	0	2	3	0	0
2485000	3	1	5	1	0	0
2486000	0	1	0	0	3	2
2487000	3	2	1	0	0	0
2488000	2	2	0	0	0	0
2489000	5	0	5	2	0	0
2490000	4	1	3	2	0	1
2491000	2	0	3	2	0	0
2492000	4	0	3	2	0	0
2493000	5	0	4	3	1	0
2494000	2	1	1	1	0	0
2495000	3	2	3	0	0	0
2496000	10	0	6	2	0	0
2497000	0	0	2	2	0	1
2498000	6	1	3	1	0	0
2499000	6	1	8	1	0	0
2500000	7	0	8	3	0	0
2501000	3	0	5	4	2	0
2502000	6	1	8	2	1	2
2503000	6	3	8	1	1	0
2504000	1	2	3	1	0	5
2505000	1	1	4	1	0	0
2506000	2	1	3	1	0	0
2507000	1	2	5	1	1	0
2508000	2	2	7	1	1	0
2509000	2	1	6	1	0	0
2510000	0	2	4	0	0	0
2511000	2	3	8	1	0	2
2512000	0	1	4	2	0	1
2513000	1	1	4	3	0	1
2514000	0	4	4	1	0	4
2515000	0	3	5	0	0	1
2516000	0	4	0	1	1	3
2517000	0	2	3	4	0	2
2518000	0	1	3	2	0	2
2519000	0	3	2	2	1	0
2520000	0	0	2	2	0	0
2521000	0	0	2	3	0	2
2522000	0	0	2	3	0	1
2523000	0	0	2	2	0	0
2524000	0	0	3	2	0	0
2525000	0	1	3	1	0	0
2526000	0	0	2	2	0	0
2527000	0	1	2	1	0	0
2528000	0	2	4	0	0	1
2529000	2	2	1	0	2	2
2530000	3	3	4	1	1	2
2531000	2	0	3	3	1	0
2532000	4	2	7	1	0	1
2533000	1	2	5	0	0	0
2534000	5	3	7	2	3	1
2535000	8	2	9	1	1	0
2536000	2	3	6	0	2	0
2537000	3	1	8	3	1	1
2538000	0	1	3	1	0	0
2539000	2	2	5	1	1	1
2540000	2	2	5	1	1	0
2541000	1	2	3	0	0	0
2542000	7	3	4	1	1	0
2543000	7	0	5	3	3	0
2544000	4	2	6	3	4	1
2545000	4	0	4	3	2	0
2546000	7	2	6	0	0	0
2547000	8	0	7	3	2	1
2548000	4	2	4	2	3	6
2549000	0	0	2	5	0	2
2550000	0	0	2	2	0	0
2551000	1	2	5	0	0	0
2552000	0	2	4	1	0	1
2553000	1	4	6	0	0	2
2554000	3	4	8	0	0	1
2555000	2	4	4	0	2	1
2556000	2	3	6	0	1	0
2557000	2	4	6	0	1	3
2558000	3	3	7	0	0	1
2559000	3	3	5	0	1	0
2560000	2	3	7	0	0	1
2561000	1	2	7	0	0	0
2562000	5	1	7	2	1	1
2563000	2	0	4	3	0	1
2564000	4	3	4	0	1	1
2565000	6	1	6	0	1	2
2566000	5	2	4	0	1	1
2567000	5	1	3	1	0	0
2568000	5	1	3	2	1	0
2569000	3	2	0	0	1	1
2570000	3	2	1	1	1	2
2571000	1	1	1	2	1	2
2572000	4	10	3	1	11	3
2573000	1	5	0	0	9	2
2574000	2	7	0	2	9	4
2575000	1	5	0	1	10	3
2576000	1	0	0	3	4	2
2577000	3	3	1	4	7	2
2578000	3	0	0	1	5	2
2579000	2	0	0	2	5	2
2580000	0	1	0	0	3	4
2581000	1	1	0	2	3	2
2582000	2	3	0	3	5	3
2583000	2	0	0	1	5	2
2584000	0	1	0	2	3	2
2585000	3	2	0	0	1	0
2586000	0	1	0	2	3	3
2587000	0	0	0	1	2	3
2588000	0	0	0	2	2	2
2589000	0	1	0	3	2	4
2590000	0	2	0	1	4	2
2591000	1	0	0	2	3	0
2592000	0	2	0	0	2	2
2593000	0	0	0	0	2	2
2594000	1	1	0	0	3	2
2595000	2	3	0	0	1	1
2596000	0	0	0	1	2	1
2597000	1	2	0	0	3	1
2598000	0	0	0	0	2	2
2599000	2	2	0	0	0	0
2600000	0	0	0	0	2	2
2601000	2	2	0	0	0	1
2602000	3	2	0	0	0	0
2603000	0	1	1	1	2	4
2604000	0	0	0	0	2	3
2605000	1	2	0	0	1	2
2606000	2	2	1	1	0	0
2607000	3	2	0	0	0	0
2608000	3	1	0	1	1	0
2609000	2	1	0	0	4	0
2610000	2	1	0	0	4	0
2611000	4	1	1	2	6	1
2612000	1	2	0	0	3	1
2613000	1	2	0	0	3	1
2614000	1	2	0	0	4	2
2615000	1	1	0	0	2	1
2616000	1	0	0	1	5	2
2617000	3	3	0	1	2	0
2618000	0	0	0	0	2	2
2619000	0	0	0	0	2	2
2620000	1	2	0	0	1	2
2621000	1	2	0	0	1	1
2622000	0	0	1	1	1	3
2623000	1	1	4	2	0	1
2624000	4	0	4	4	1	2
2625000	2	2	2	2	1	1
2626000	1	0	1	2	2	2
2627000	2	2	2	0	0	1
2628000	3	2	1	0	0	0
2629000	1	0	3	3	0	1
2630000	1	1	1	1	1	2
2631000	1	0	2	3	1	1
2632000	2	0	0	0	4	1
2633000	1	2	1	0	0	1
2634000	3	1	1	1	1	1
2635000	4	1	0	3	0	3
2636000	2	0	1	0	3	3
2637000	6	2	1	2	2	1
2638000	5	2	2	0	0	0
2639000	1	3	1	2	1	2
2640000	2	2	1	1	1	0
2641000	3	3	1	0	0	0
2642000	2	3	0	0	1	0
2643000	0	4	1	1	0	4
2644000	4	0	2	3	0	1
2645000	0	0	1	2	1	2
2646000	0	0	0	1	2	3
2647000	0	0	0	2	2	3
2648000	1	1	0	1	2	3
2649000	0	0	0	2	2	5
2650000	0	0	0	2	2	4
2651000	0	0	2	4	0	6
2652000	3	0	2	4	0	1
2653000	0	0	0	5	2	6
2654000	0	2	3	2	0	1
2655000	0	0	4	3	0	5
2656000	0	0	1	0	1	4
2657000	2	0	1	0	2	3
2658000	2	0	0	1	3	1
2659000	0	0	0	1	2	2
2660000	3	1	9	2	1	0
2661000	1	3	1	0	6	2
2662000	1	2	1	0	8	2
2663000	0	3	2	0	3	3
2664000	0	2	5	3	2	7
2665000	0	5	0	1	6	3
2666000	0	2	2	1	2	4
2667000	1	0	3	2	0	0
2668000	2	2	3	0	2	2
2669000	1	1	5	2	0	1
2670000	0	3	5	0	0	1
2671000	0	1	3	3	0	1
2672000	0	0	1	2	1	4
2673000	1	0	5	3	0	2
2674000	1	0	2	4	1	1
2675000	0	1	0	4	3	3
2676000	2	3	0	0	3	0
2677000	0	1	0	0	3	2
2678000	1	3	0	1	2	2
2679000	1	0	1	2	2	1
2680000	0	0	1	4	1	0
2681000	2	2	0	3	2	0
2682000	3	0	1	2	0	0
2683000	0	1	0	3	3	2
2684000	0	2	5	3	0	1
2685000	0	3	2	1	1	0
2686000	0	6	4	1	3	0
2687000	0	3	6	0	0	0
2688000	0	3	4	0	1	0
2689000	0	3	4	0	0	0
2690000	0	4	7	1	1	2
2691000	0	5	5	0	1	0
2692000	0	2	6	1	0	0
2693000	0	4	5	0	0	0
2694000	0	2	3	1	0	0
2695000	0	1	2	0	1	3
2696000	0	2	6	1	0	0
2697000	0	1	0	0	4	2
2698000	0	2	5	1	1	0
2699000	0	0	0	0	2	2
2700000	0	1	2	2	0	0
2701000	0	0	1	0	1	2
2702000	0	2	4	1	0	0
2703000	0	3	5	0	0	0
2704000	0	3	4	1	0	1
2705000	0	1	3	1	1	2
2706000	0	2	6	1	0	0
2707000	0	2	1	2	1	2
2708000	0	5	0	0	0	2
2709000	0	2	3	1	0	0
2710000	0	1	3	2	0	0
2711000	0	0	2	3	0	0
2712000	0	0	2	5	0	0
2713000	2	2	1	2	1	0
2714000	2	0	4	2	0	0
2715000	0	0	1	1	1	3
2716000	1	1	4	2	0	0
2717000	2	0	3	2	0	0
2718000	2	0	0	1	3	1
2719000	1	0	1	4	3	2
2720000	3	0	2	4	1	0
2721000	4	1	0	1	0	0
2722000	4	2	3	1	0	0
2723000	3	0	3	2	2	1
2724000	4	1	0	2	1	0
2725000	3	1	0	1	0	0
2726000	9	0	4	2	0	0
2727000	3	2	2	1	0	3
2728000	0	0	2	4	0	2
2729000	2	2	3	4	1	3
2730000	3	0	3	4	1	2
2731000	0	0	1	2	1	5
2732000	0	0	2	3	0	4
2733000	0	2	1	2	1	4
2734000	0	1	1	1	2	3
2735000	0	0	2	3	0	1
2736000	0	0	2	3	0	1
2737000	1	3	0	2	0	3
2738000	0	2	0	0	2	3
2739000	1	4	0	0	0	1
2740000	2	1	0	3	5	1
2741000	0	0	0	0	2	3
2742000	1	0	1	0	2	3
2743000	0	3	0	0	2	3
2744000	3	2	1	0	0	0
2745000	3	3	1	1	2	0
2746000	3	1	0	0	3	1
2747000	0	1	3	1	0	0
2748000	2	1	0	2	3	2
2749000	1	2	2	4	3	1
2750000	0	0	1	3	1	0
2751000	2	3	0	4	1	2
2752000	3	2	1	3	1	1
2753000	0	3	0	0	1	2
2754000	1	2	0	0	1	1
2755000	2	3	1	1	2	2
2756000	0	0	1	1	1	3
2757000	0	6	0	0	2	4
2758000	0	3	0	0	2	2
2759000	2	1	1	1	3	1
2760000	0	2	0	0	3	2
2761000	0	0	1	3	1	0
2762000	1	3	0	0	5	1
2763000	0	0	0	0	2	2
2764000	4	2	1	0	4	0
2765000	0	5	1	1	3	2
2766000	0	2	0	0	3	2
2767000	1	4	0	0	2	2
2768000	0	0	0	3	2	5
2769000	1	1	1	5	3	5
2770000	0	1	1	2	2	5
2771000	1	1	1	1	3	4
2772000	0	0	1	1	1	2
2773000	2	0	3	1	1	5
2774000	1	3	2	0	4	4
2775000	0	0	1	2	1	3
2776000	1	0	0	2	5	2
2777000	3	1	5	2	0	2
2778000	0	0	2	2	0	0
2779000	0	0	2	2	0	0
2780000	0	0	2	2	0	0
2781000	3	0	1	2	1	1
2782000	3	1	3	5	2	1
2783000	3	3	1	1	1	2
2784000	1	2	1	2	2	2
2785000	2	0	0	0	4	0
2786000	1	0	2	5	1	0
2787000	1	0	0	1	3	2
2788000	0	1	1	4	2	1
2789000	4	1	1	2	6	0
2790000	1	0	2	4	1	2
2791000	0	0	4	2	0	0
2792000	3	0	3	3	1	0
2793000	1	0	4	3	0	1
2794000	2	1	4	2	1	0
2795000	2	1	2	0	2	2
2796000	1	1	2	1	2	1
2797000	3	0	1	6	5	0
2798000	1	0	0	0	3	1
2799000	3	0	0	4	1	0
2800000	2	0	0	3	6	0
2801000	2	1	0	3	8	0
2802000	1	0	1	4	4	0
2803000	1	0	0	6	5	0
2804000	2	2	0	0	8	0
2805000	1	1	0	1	6	1
2806000	1	2	0	0	5	1
2807000	0	2	2	2	2	0
2808000	1	1	4	1	0	0
2809000	1	3	3	2	2	0
2810000	2	1	4	2	1	0
2811000	3	0	1	2	4	0
2812000	1	2	4	1	1	0
2813000	1	2	3	2	2	0
2814000	0	0	2	2	0	0
2815000	2	0	6	2	0	0
2816000	1	1	3	2	1	0
2817000	2	0	2	2	0	0
2818000	1	0	3	3	1	0
2819000	2	0	3	3	3	0
2820000	0	0	4	3	0	1
2821000	0	0	2	2	0	0
2822000	1	1	3	2	1	0
2823000	0	0	4	3	0	0
2824000	2	1	1	0	2	2
2825000	0	0	4	2	0	0
2826000	2	2	2	1	3	1
2827000	1	1	5	2	1	0
2828000	0	1	2	4	3	1
2829000	1	2	3	2	2	0
2830000	2	6	1	0	7	1
2831000	1	3	2	2	2	1
2832000	2	3	2	0	0	1
2833000	2	3	0	0	1	0
2834000	0	0	2	3	0	1
2835000	1	1	1	1	1	0
2836000	1	4	1	0	0	2
2837000	1	2	1	0	0	2
2838000	1	2	0	0	1	1
2839000	0	0	2	3	0	1
2840000	1	3	0	0	0	1
2841000	2	2	0	1	0	1
2842000	4	2	1	1	1	0
2843000	3	2	0	0	0	0
2844000	1	0	3	2	0	0
2845000	4	3	2	0	0	2
2846000	2	2	0	0	0	0
2847000	0	1	4	4	0	2
2848000	0	2	4	3	0	3
2849000	0	3	2	0	0	2
2850000	3	2	1	0	0	0
2851000	0	4	0	0	0	2
2852000	2	3	0	0	0	1
2853000	4	0	1	3	0	1
2854000	5	4	1	2	0	2
2855000	2	3	2	0	0	2
2856000	3	2	0	2	0	2
2857000	2	3	1	0	0	0
2858000	3	4	1	0	0	0
2859000	0	0	2	4	0	0
2860000	0	0	2	2	0	0
2861000	1	2	1	0	1	1
2862000	2	3	0	0	0	0
2863000	3	1	1	1	2	1
2864000	1	2	4	2	0	0
2865000	2	3	1	0	1	2
2866000	0	0	2	3	0	0
2867000	0	1	0	1	3	3
2868000	2	2	0	0	0	0
2869000	3	3	3	0	0	0
2870000	4	2	2	0	0	0
2871000	1	3	0	0	0	1
2872000	2	2	0	0	0	0
2873000	4	0	0	2	0	0
2874000	2	3	0	0	0	0
2875000	2	2	0	1	0	0
2876000	2	2	0	0	0	0
2877000	1	3	0	0	2	1
2878000	1	5	0	0	2	1
2879000	1	3	0	0	1	1
2880000	4	3	0	0	1	0
2881000	2	2	0	0	0	0
2882000	2	2	0	0	0	0
2883000	2	2	0	0	0	0
2884000	1	3	0	0	0	1
2885000	2	2	0	0	0	0
2886000	1	2	1	0	0	0
2887000	1	2	2	0	0	0
2888000	1	3	3	0	1	0
2889000	6	2	3	0	0	0
2890000	2	3	0	0	1	0
2891000	3	8	1	0	6	0
2892000	2	3	0	0	1	0
2893000	3	2	2	1	1	0
2894000	4	4	1	0	2	0
2895000	4	3	2	0	0	0
2896000	2	2	2	0	0	0
2897000	4	2	0	2	2	0
2898000	4	1	1	1	0	0
2899000	2	1	2	2	1	0
2900000	1	0	1	3	1	0
2901000	3	4	0	1	1	1
2902000	4	3	1	1	2	0
2903000	6	2	1	1	1	0
2904000	3	0	1	4	2	0
2905000	2	1	2	1	0	0
2906000	3	2	1	1	0	1
2907000	2	2	0	0	2	0
2908000	4	1	0	3	9	0
2909000	3	1	1	0	7	0
2910000	3	2	0	1	3	0
2911000	3	1	0	1	6	0
2912000	2	1	0	0	6	0
2913000	2	2	0	2	7	0
2914000	4	0	0	2	7	0
2915000	3	0	0	6	4	0
2916000	2	3	0	0	6	0
2917000	1	0	0	3	3	0
2918000	3	1	0	2	0	0
2919000	6	0	0	3	1	0
2920000	2	2	0	2	3	0
2921000	3	0	0	4	2	0
2922000	3	3	0	0	0	0
2923000	4	0	0	4	3	0
2924000	2	1	0	4	2	0
2925000	3	0	0	2	3	0
2926000	4	1	0	2	1	0
2927000	4	0	0	2	3	0
2928000	2	2	2	1	2	0
2929000	0	1	3	1	0	0
2930000	1	0	3	3	0	0
2931000	3	1	0	1	3	0
2932000	0	1	0	2	3	1
2933000	0	3	2	0	0	1
2934000	3	3	0	2	1	0
2935000	2	2	0	0	2	0
2936000	1	2	6	1	0	0
2937000	0	0	0	0	2	2
2938000	3	3	0	0	2	0
2939000	3	2	4	1	0	0
2940000	2	2	4	3	2	2
2941000	0	0	2	2	0	0
2942000	0	0	2	2	0	0
2943000	4	2	1	0	0	0
2944000	3	2	0	0	0	0
2945000	1	0	3	3	0	0
2946000	2	0	1	5	3	0
2947000	3	0	6	2	0	0
2948000	5	2	7	1	1	1
2949000	2	2	4	1	1	1
2950000	2	1	4	2	1	0
2951000	3	2	3	2	3	1
2952000	4	0	3	3	1	2
2953000	1	0	3	2	0	0
2954000	2	1	4	1	0	0
2955000	6	1	8	2	1	0
2956000	3	2	7	0	0	0
2957000	2	1	5	1	0	0
2958000	2	2	6	1	0	0
2959000	1	2	5	0	0	0
2960000	0	0	2	3	0	1
2961000	0	1	3	1	0	0
2962000	0	1	3	1	0	2
2963000	3	1	6	1	0	0
2964000	1	3	4	1	0	2
2965000	0	6	7	0	0	3
2966000	2	3	0	0	1	0
2967000	2	3	4	1	0	0
2968000	1	2	7	0	0	0
2969000	3	3	10	0	0	0
2970000	1	2	8	0	0	2
2971000	2	2	7	0	0	0
2972000	1	5	8	0	1	0
2973000	1	1	6	1	0	0
2974000	1	5	8	0	0	3
2975000	1	4	7	0	0	2
2976000	0	3	6	0	1	0
2977000	1	4	9	0	2	0
2978000	5	3	9	0	1	0
2979000	4	2	8	0	0	0
2980000	6	2	5	0	0	0
2981000	4	2	10	0	0	0
2982000	5	2	7	0	2	1
2983000	3	2	5	0	0	0
2984000	2	1	7	0	0	4
2985000	2	2	5	0	0	0
2986000	2	0	5	0	1	3
2987000	10	1	9	1	0	0
2988000	4	2	8	0	0	0
2989000	4	2	2	0	1	1
2990000	3	1	8	1	0	0
2991000	2	1	7	1	0	0
2992000	3	2	7	1	0	2
2993000	3	1	7	1	0	0
2994000	2	1	6	0	1	4
2995000	1	0	5	1	0	5
2996000	1	0	6	1	0	5
2997000	5	2	12	2	0	6
2998000	3	0	5	2	1	5
2999000	3	0	4	0	1	3
3000000	4	0	6	3	0	3
3001000	1	0	4	0	1	3
3002000	4	0	7	2	0	0
3003000	2	0	6	3	0	1
3004000	0	1	5	2	0	1
3005000	2	0	4	4	2	3
3006000	0	0	4	4	0	5
3007000	2	0	4	2	0	0
3008000	0	0	2	3	0	3
3009000	1	1	4	4	0	3
3010000	0	0	2	2	0	1
3011000	0	0	2	2	0	0
3012000	0	1	5	3	0	2
3013000	0	0	4	5	0	3
3014000	2	0	4	2	0	1
3015000	2	0	4	3	0	1
3016000	1	0	3	2	0	0
3017000	0	0	2	2	0	1
3018000	1	0	3	2	0	0
3019000	2	0	4	2	0	0
3020000	4	1	9	1	0	0
3021000	2	0	4	0	1	3
3022000	0	0	4	0	0	4
3023000	2	0	4	4	0	1
3024000	0	1	3	1	0	6
3025000	2	0	4	2	0	0
3026000	2	0	6	1	0	4
3027000	1	1	4	1	0	3
3028000	1	0	5	2	0	0
3029000	1	1	4	1	2	4
3030000	6	4	9	4	0	6
3031000	1	0	3	3	0	8
3032000	1	0	3	2	0	6
3033000	3	1	3	2	0	1
3034000	0	0	2	2	0	5
3035000	5	1	6	2	0	1
3036000	1	0	1	2	2	2
3037000	0	1	3	2	0	2
3038000	0	0	1	2	1	3
3039000	1	2	2	0	1	4
3040000	1	1	1	2	3	2
3041000	0	0	0	0	2	3
3042000	0	0	0	1	2	1
3043000	0	0	0	0	2	2
3044000	0	0	0	0	2	2
3045000	0	1	0	2	3	1
3046000	0	0	2	2	0	0
3047000	1	1	2	1	1	0
3048000	0	0	0	1	2	3
3049000	0	0	0	0	2	2
3050000	1	1	0	0	2	1
3051000	0	0	1	6	2	1
3052000	0	0	0	0	2	2
3053000	1	0	1	0	2	2
3054000	1	0	0	0	3	1
3055000	0	0	0	1	2	3
3056000	1	1	0	2	4	3
3057000	0	1	0	5	3	5
3058000	1	0	1	4	3	3
3059000	3	0	0	4	3	3
3060000	1	2	2	3	1	2
3061000	2	5	1	1	2	2
3062000	2	3	1	2	4	2
3063000	4	2	0	3	2	1
3064000	2	2	0	0	0	0
3065000	0	0	0	0	2	3
3066000	6	1	1	2	2	1
3067000	5	1	0	2	3	0
3068000	3	1	2	1	0	0
3069000	3	1	1	1	3	3
3070000	3	2	1	0	6	1
3071000	2	0	0	4	4	5
3072000	1	3	0	2	6	4
3073000	0	0	0	3	2	3
3074000	4	5	2	0	2	1
3075000	1	0	2	2	1	6
3076000	1	0	1	3	2	4
3077000	0	0	0	1	2	4
3078000	0	1	0	0	2	2
3079000	0	0	0	2	3	3
3080000	0	0	0	1	2	3
3081000	1	3	2	1	4	3
3082000	0	1	0	1	3	3
3083000	0	3	0	0	2	2
3084000	0	5	0	1	4	3
3085000	2	2	0	1	3	2
3086000	1	1	0	1	3	3
3087000	2	0	0	2	2	4
3088000	1	2	0	0	5	2
3089000	0	0	1	3	1	3
3090000	0	0	0	3	2	7
3091000	0	2	0	0	2	3
3092000	0	0	0	1	2	2
3093000	1	0	1	2	2	2
3094000	0	0	0	0	2	2
3095000	1	0	0	0	3	2
3096000	2	1	1	1	2	2
3097000	1	0	1	0	3	3
3098000	0	1	0	0	3	2
3099000	0	1	0	2	4	4
3100000	1	1	1	0	3	2
3101000	1	4	0	0	2	2
3102000	0	3	0	0	4	3
3103000	1	0	0	0	3	2
3104000	1	1	2	1	1	3
3105000	0	0	1	0	1	3
3106000	0	1	2	0	0	4
3107000	1	0	1	1	2	3
3108000	1	1	0	0	3	1
3109000	2	4	1	0	6	2
3110000	3	1	1	4	4	1
3111000	3	2	3	0	0	0
3112000	1	0	1	0	2	2
3113000	1	0	3	2	0	0
3114000	2	0	2	4	1	1
3115000	3	0	3	4	0	2
3116000	3	0	0	3	1	0
3117000	4	0	4	2	0	1
3118000	1	1	3	2	0	1
3119000	2	0	2	2	0	0
3120000	2	1	0	1	1	1
3121000	2	2	0	0	0	0
3122000	1	0	2	3	1	0
3123000	3	1	1	2	1	0
3124000	4	2	1	1	0	1
3125000	4	3	3	0	2	1
3126000	3	1	4	2	0	1
3127000	2	2	1	1	0	1
3128000	5	2	5	0	0	0
3129000	4	1	2	1	0	0
3130000	0	3	4	1	0	1
3131000	1	5	5	1	2	3
3132000	3	1	5	1	0	1
3133000	1	0	4	2	0	0
3134000	2	2	6	0	0	0
3135000	7	0	8	3	0	0
3136000	8	1	8	3	0	2
3137000	6	1	7	1	0	0
3138000	4	1	8	3	0	3
3139000	3	1	4	0	1	4
3140000	4	0	2	2	0	0
3141000	2	0	5	0	0	5
3142000	1	1	3	1	0	3
3143000	0	0	2	0	0	4
3144000	2	2	4	1	0	2
3145000	2	0	3	2	0	4
3146000	1	1	2	2	0	5
3147000	0	0	2	2	0	0
3148000	0	2	2	0	0	4
3149000	3	1	6	1	0	5
3150000	0	0	3	1	0	6
3151000	6	1	9	2	0	1
3152000	6	0	4	4	0	1
3153000	1	0	2	2	0	0
3154000	3	0	5	4	0	0
3155000	1	0	4	4	0	1
3156000	1	0	5	3	0	0
3157000	4	0	6	2	0	0
3158000	6	2	7	0	0	0
3159000	5	4	7	0	1	0
3160000	5	4	10	0	1	3
3161000	4	0	6	3	0	0
3162000	4	3	9	0	0	1
3163000	2	0	4	0	3	2
3164000	4	3	2	0	0	0
3165000	5	3	4	0	0	0
3166000	3	1	1	0	6	0
3167000	4	0	2	0	4	0
3168000	5	3	6	1	2	0
3169000	4	1	1	1	0	0
3170000	4	3	2	0	1	0
3171000	1	3	1	0	4	1
3172000	2	2	0	0	0	0
3173000	2	2	2	1	0	1
3174000	4	2	3	2	2	2
3175000	3	3	1	0	0	0
3176000	1	0	3	0	1	4
3177000	4	3	3	1	0	2
3178000	3	2	1	1	0	0
3179000	0	4	0	0	0	2
3180000	2	5	1	1	1	3
3181000	2	3	1	0	0	1
3182000	7	2	3	2	2	0
3183000	5	3	2	1	1	0
3184000	8	3	3	2	2	0
3185000	3	4	3	0	0	0
3186000	2	3	2	2	0	2
3187000	1	2	1	0	1	2
3188000	6	3	5	2	1	0
3189000	7	0	3	2	0	0
3190000	3	4	4	0	0	2
3191000	6	2	3	0	0	0
3192000	6	3	10	0	0	1
3193000	5	2	2	1	1	0
3194000	8	1	4	3	1	1
3195000	3	2	1	0	1	1
3196000	13	1	12	2	0	1
3197000	4	2	2	0	0	0
3198000	2	0	2	0	3	2
3199000	2	2	0	0	0	0
3200000	5	2	2	0	0	0
3201000	2	1	4	2	1	3
3202000	6	1	3	2	1	0
3203000	5	3	4	1	2	0
3204000	0	2	4	0	0	0
3205000	4	2	5	1	1	0
3206000	1	4	6	1	1	2
3207000	1	2	2	0	3	1
3208000	4	1	7	2	0	1
3209000	4	2	2	3	2	0
3210000	1	0	2	5	1	2
3211000	3	3	3	4	4	1
3212000	4	1	6	3	2	1
3213000	7	1	5	3	1	0
3214000	12	0	13	4	1	1
3215000	0	4	7	0	0	2
3216000	1	3	4	1	0	1
3217000	0	7	2	2	5	5
3218000	1	3	5	1	0	1
3219000	2	3	2	0	1	2
3220000	2	1	2	3	4	3
3221000	1	0	2	4	1	0
3222000	3	4	2	8	7	2
3223000	3	2	0	8	9	0
3224000	6	0	2	7	6	0
3225000	5	3	0	8	9	2
3226000	6	0	1	8	6	1
3227000	4	0	0	6	1	2
3228000	2	1	0	3	2	1
3229000	3	2	1	3	4	0
3230000	1	1	1	4	3	4
3231000	3	1	0	5	3	0
3232000	0	0	2	3	0	0
3233000	7	0	3	3	0	0
3234000	6	1	4	3	0	2
3235000	0	0	2	3	0	1
3236000	0	0	2	2	0	0
3237000	0	0	2	2	0	0
3238000	0	0	2	5	0	1
3239000	0	0	2	4	0	2
3240000	0	0	2	4	0	2
3241000	0	0	2	7	0	4
3242000	0	0	2	3	0	2
3243000	0	0	2	4	0	1
3244000	0	0	4	5	0	2
3245000	0	0	2	3	0	2
3246000	0	1	4	4	0	1
3247000	0	0	2	2	0	3
3248000	0	1	5	1	0	0
3249000	2	2	7	1	0	1
3250000	0	0	2	3	0	3
3251000	0	1	3	2	0	6
3252000	0	1	3	1	0	2
3253000	1	2	2	2	0	2
3254000	4	0	1	3	0	1
3255000	0	0	2	2	0	0
